year,screen_std,screen_obs,term_std,term_obs,reduc_std,reduc_obs
2016,0.6189653697682049,0.6018710248636969,0.6298104024450694,0.6282517927866507,0.3992068814956923,0.3878608049407399
2017,0.6470776132619113,0.6341717059177999,0.6506308614816694,0.6488258466265207,0.4293316894826206,0.4201507603636048
2018,0.662677275688664,0.6545018005815094,0.6171989946152678,0.6159063960271328,0.4172676335790293,0.41146871815566327
2019,0.6743287996854195,0.6704241510825271,0.6384073721229395,0.6379464274792909,0.4368191271224465,0.43410170249976276
2020,0.7055396481512587,0.7050487958488366,0.625919412926802,0.6252181395746789,0.44609618954111535,0.44508932733570117
2021,0.7274629168546556,0.7318996880763536,0.6487699289975598,0.6524904222120661,0.4763378712084895,0.4815604436005201
2022,0.7393277555301603,0.7482148072946159,0.6637645353237859,0.6651132714941705,0.49629301704740636,0.5029957245480884
2023,0.760736245008646,0.7712797281343597,0.6479555102402182,0.6475332664268243,0.4990151129360847,0.5052808496852285
2024,0.7520707466939588,0.7662002371027722,0.6489203739552111,0.6498615282364706,0.4935769618723592,0.5033922683738012
