age_band,early_2016_18,late_2022_24,pct_change
<20,3.0616702401713596,2.6766206616001376,-12.576454953217663
20-24,2.6584206989833596,2.854208490898754,7.364815959726312
25-29,2.8581154173040404,2.6092252113826757,-8.708192972701367
30-34,3.9264811843656973,3.2781640862715054,-16.51140213470612
35-39,11.1179407495249,9.25056392139037,-16.796067457135244
40-44,36.54186004735126,30.48486756387364,-16.575490343482556
45+,49.808117370715415,38.9584718730978,-21.782886144571776
