year,eta_detect,eta_term,reduction,reduction_lo95,reduction_hi95,reduction_B
2016,0.5951705481521267,0.628251792845428,0.3854525859841915,0.35182602568776417,0.4180040377713038,0.26376038191002926
2017,0.6340845047350128,0.6488258466906409,0.4175983045337014,0.3847377469529897,0.45036759530445997,0.2943309402001628
2018,0.6539804983070261,0.6159063960883842,0.4087983361515388,0.3765907704387933,0.4413088939029135,0.2896854688921645
2019,0.6748412577601907,0.6379464275359743,0.43130993950093377,0.39924592997191727,0.46325940012388317,0.31408000018869286
2020,0.7081689600206855,0.6252181396349743,0.4421779589039184,0.410886227886704,0.4733234353516751,0.33005820336646163
2021,0.7423162110539488,0.6524904222676364,0.47847263517556826,0.4469759812405194,0.5098158840754267,0.3637404896405887
2022,0.7564203118970726,0.6651132715432821,0.49964534028964414,0.46898933649407426,0.5299500310463338,0.39378212327422124
2023,0.7601802891762967,0.6475332664770806,0.5018542349320219,0.47203353445488916,0.531292875469609,0.4007758229945648
2024,0.7643183958342488,0.6498615282784111,0.49988021507934577,0.4704515503594675,0.5296356834495408,0.3986762657219166
